Source / mod JAR,Namespace,Advancement ID,Native title,Native description / source meaning,Trigger surface,Frame,Parent,Completion significance,Proposed presenter,Proposed INCLUDE/EXCLUDE,Proposal rationale / exclusion reason,Presenter rationale,Reserved by V5 quest (fill after detectors are pinned),Overlord override,Overlord presenter override,Overlord notes
iceandfire-2.1.13-1.20.1-beta-5.jar,iceandfire,iceandfire:iceandfire/tame_cockatrice,Stay Out of my Peripheral!,Tame a cockatrice from an egg or by staring at it repeatedly,tame_animal,task,iceandfire:iceandfire/rotten_egg,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
iceandfire-2.1.13-1.20.1-beta-5.jar,iceandfire,iceandfire:iceandfire/tame_hippocampus,Free Willy,Tame a hippocampus by feeding it kelp,tame_animal,task,iceandfire:iceandfire/bestiary,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
iceandfire-2.1.13-1.20.1-beta-5.jar,iceandfire,iceandfire:iceandfire/tame_hippogryph,Buck Beak,Tame a hippogryph by dropping rabbit feet near it,tame_animal,task,iceandfire:iceandfire/bestiary,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
iceandfire-2.1.13-1.20.1-beta-5.jar,iceandfire,iceandfire:iceandfire/tame_pixie,Here Comes Your Man,Befriend a pixie by dropping cake near it,tame_animal,task,iceandfire:iceandfire/bestiary,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
iceandfire-2.1.13-1.20.1-beta-5.jar,iceandfire,iceandfire:iceandfire/use_tide_trident,"Poseidon, God of the Seas",Throw a tide trident at a mob,player_hurt_entity,task,iceandfire:iceandfire/kill_sea_serpent,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/ink_legendary,Premium!,Acquire legendary ink.,inventory_changed,challenge,irons_spellbooks:irons_spellbooks/ink_root,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/ink_root,Tools of the Trade,Acquire any type of ink.,inventory_changed,task,irons_spellbooks:irons_spellbooks/root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/make_arcane_anvil,It's Purple!,Craft an Arcane Anvil,inventory_changed,challenge,irons_spellbooks:irons_spellbooks/make_scroll_forge,,Giblet the Sixth,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/make_inscription_table,Quaint Scribe,Craft an Inscription Table,inventory_changed,task,irons_spellbooks:irons_spellbooks/root,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/make_scroll_forge,New Age Librarian,Craft a Scroll Forge,inventory_changed,goal,irons_spellbooks:irons_spellbooks/make_inscription_table,,Giblet the Sixth,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/make_wayward_compass,And so a Quest Begins!,"Craft a wayward compass, and find out where it leads...",inventory_changed,goal,irons_spellbooks:irons_spellbooks/root,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/root,Iron's Spells 'n Spellbooks,There's more than meets the eye to this world...,inventory_changed,task,,,Gnarl,INCLUDE,domain entry milestone (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/spell_book_blood,A piece of Yourself,Craft the Vampiric Spellbook,inventory_changed,challenge,irons_spellbooks:irons_spellbooks/spell_book_diamond,,Lestat,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/spell_book_diamond,Master Enchanter,Craft an Enchanted Spell Book.,inventory_changed,goal,irons_spellbooks:irons_spellbooks/spell_book_gold,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/spell_book_dragon,Elder Power,Craft the Dragonskin Spell Book.,inventory_changed,challenge,irons_spellbooks:irons_spellbooks/spell_book_diamond,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/spell_book_equip,Magery,Equip a spell book.,curios:equip_curio,task,irons_spellbooks:irons_spellbooks/root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/spell_book_frostbranded,Cold to the Touch,Craft the Frostbranded Book,inventory_changed,challenge,irons_spellbooks:irons_spellbooks/spell_book_diamond,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/spell_book_gold,Getting the Hang of It,Craft an Apprentice's Spell Book.,inventory_changed,task,irons_spellbooks:irons_spellbooks/spell_book_iron,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/spell_book_iron,Knowledge Unchained,Craft the Ironbound Tome.,inventory_changed,task,irons_spellbooks:irons_spellbooks/spell_book_equip,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/spell_book_netherite,Ancient Knowledge,Restore the Ancient Codex.,inventory_changed,challenge,irons_spellbooks:irons_spellbooks/spell_book_diamond,,Historian,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/staff_artificer,Quite the Walking Stick,Acquire an Artificer's Cane.,inventory_changed,task,irons_spellbooks:irons_spellbooks/staff_root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/staff_ice,Mournful Magic,Construct an Ice Staff.,inventory_changed,task,irons_spellbooks:irons_spellbooks/staff_root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/staff_lightning_rod,Shocking Discovery,Transform a Lightning Rod into a Rod O' Lightning... And hopefully survive the process.,inventory_changed,task,irons_spellbooks:irons_spellbooks/staff_root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/staff_pyrium,Ancient Beckonings,Forge a fiery staff from Pyrium,inventory_changed,challenge,irons_spellbooks:irons_spellbooks/staff_root,,Giblet the Sixth,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:irons_spellbooks/staff_root,No Longer Short-Staffed,Acquire a Staff casting implement. Use to Cast!,inventory_changed,task,irons_spellbooks:irons_spellbooks/root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
irons_spellbooks-1.20.1-3.16.3.jar,irons_spellbooks,irons_spellbooks:make_inscription_table,Quaint Scribe,Craft an Inscription Table,inventory_changed,goal,minecraft:story/mine_stone,,Historian,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
knightquest-forge-1.20.1-1.9.6.jar,knightquest,knightquest:knightquest,Knight Quest,The start of the journey,inventory_changed,task,,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
letsdo-bloomingnature-forge-1.0.12.jar,minecraft,minecraft:adventure/adventuring_time,advancements.adventure.adventuring_time.title,advancements.adventure.adventuring_time.description,location,challenge,minecraft:adventure/sleep_in_bed,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
mowziesmobs-1.8.2.jar,mowziesmobs,mowziesmobs:kill_bluff,Called Your Bluff,Kill a Bluff,player_killed_entity,task,mowziesmobs:root,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
mowziesmobs-1.8.2.jar,mowziesmobs,mowziesmobs:kill_ferrous_wroughtnaut,Just a Flesh Wound,Kill a Ferrous Wroughtnaut,player_killed_entity,challenge,mowziesmobs:root,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
mowziesmobs-1.8.2.jar,mowziesmobs,mowziesmobs:kill_foliaath,Jennifer Dumped Me,Kill a Foliaath,player_killed_entity,task,mowziesmobs:root,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
mowziesmobs-1.8.2.jar,mowziesmobs,mowziesmobs:kill_frostmaw,Rude Awakening,Kill a Frostmaw,player_killed_entity,challenge,mowziesmobs:root,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
mowziesmobs-1.8.2.jar,mowziesmobs,mowziesmobs:kill_grottol,You Monster...,Kill a Grottol,player_killed_entity,task,mowziesmobs:root,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
mowziesmobs-1.8.2.jar,mowziesmobs,mowziesmobs:kill_naga,Wingin' It,Kill a Naga,player_killed_entity,task,mowziesmobs:root,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
mowziesmobs-1.8.2.jar,mowziesmobs,mowziesmobs:kill_umvuthana_raptor,Masquerade,Kill an Umvuthana Raptor,player_killed_entity,task,mowziesmobs:root,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
mowziesmobs-1.8.2.jar,mowziesmobs,mowziesmobs:kill_umvuthi,Praise the Sun,"Kill Umvuthi, the Sunbird",player_killed_entity,challenge,mowziesmobs:root,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
mowziesmobs-1.8.2.jar,mowziesmobs,mowziesmobs:root,Mowzie's Mobs,Welcome to Mowzie's Mobs!,tick,task,,,Gnarl,INCLUDE,domain entry milestone (Q210),"default, no specialist theme",,,,
mowziesmobs-1.8.2.jar,mowziesmobs,mowziesmobs:sculptor_challenge,You Must Believe,Complete the Sculptor's challenge,mowziesmobs:sculptor_challenge,challenge,mowziesmobs:root,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
mowziesmobs-1.8.2.jar,mowziesmobs,mowziesmobs:sculptor_failure,No One Jumps for the Beef,Fall to your death during the Sculptor's challenge,mowziesmobs:sculptor_failure,task,mowziesmobs:sculptor_challenge,,Mortis,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
netherdepthsupgrade-3.1.5-1.20.jar,netherdepthsupgrade,netherdepthsupgrade:main/abyssal_flora_expert,Abyssal Flora Expert,Obtain all Lava Plants from the depths,inventory_changed,challenge,netherdepthsupgrade:main/get_eyeball_fish,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
netherdepthsupgrade-3.1.5-1.20.jar,netherdepthsupgrade,netherdepthsupgrade:main/craft_lava_fishing_rod,Peaceful.. Tidings?,Craft a Lava Fishing Rod and start your Lava Fishing journey,inventory_changed,task,netherdepthsupgrade:main/root,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
netherdepthsupgrade-3.1.5-1.20.jar,netherdepthsupgrade,netherdepthsupgrade:main/filled_soulsucker_bucket,Cleaning!,Obtain a Soulsucker to clean your Lavaquarium,filled_bucket,task,netherdepthsupgrade:main/place_lava_glass,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
netherdepthsupgrade-3.1.5-1.20.jar,netherdepthsupgrade,netherdepthsupgrade:main/get_eyeball_fish,It's still looking at me!,Obtain an Eyeball Fish to explore the depths,inventory_changed,task,netherdepthsupgrade:main/root,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
netherdepthsupgrade-3.1.5-1.20.jar,netherdepthsupgrade,netherdepthsupgrade:main/get_wet_lava_sponge,Sponges in the depths?,Obtain a Wet Lava Sponge down from the depths,inventory_changed,task,netherdepthsupgrade:main/get_eyeball_fish,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
netherdepthsupgrade-3.1.5-1.20.jar,netherdepthsupgrade,netherdepthsupgrade:main/lava_fishing_master,Lava Fishing Master,Fish all the fish from the depths,fishing_rod_hooked,challenge,netherdepthsupgrade:main/craft_lava_fishing_rod,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
netherdepthsupgrade-3.1.5-1.20.jar,netherdepthsupgrade,netherdepthsupgrade:main/place_lava_glass,Lavaquarium,Place down a Lava Glass block and start building your own Lavaquarium,placed_block,task,netherdepthsupgrade:main/root,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
netherdepthsupgrade-3.1.5-1.20.jar,netherdepthsupgrade,netherdepthsupgrade:main/root,Nether Depths Upgrade,A whole new world awaits you below the depths!,changed_dimension,task,,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
netherdepthsupgrade-3.1.5-1.20.jar,netherdepthsupgrade,netherdepthsupgrade:main/turn_wet_lava_sponge,Dry Lava Sponge?,Place a Wet Lava Sponge underwater to dry it,netherdepthsupgrade:placed_block,task,netherdepthsupgrade:main/get_wet_lava_sponge,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/absorb_pylon_shock,Electric Insulation,Wear a full set of Leather or Chainmail armor to absorb the shock of a Pylon,impossible,task,fathoms:nautical/enter_rocky_waters,YES,Historian,INCLUDE,completion significance (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/activate_conduit,Moskstraumen,Construct and activate a Conduit,effects_changed,challenge,fathoms:nautical/obtain_nautilus_shell,,Historian,INCLUDE,challenge-frame milestone (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/apply_jinx,The Monkey's Paw,Decipher a Tome at a Calligraphy Table using an Abnormal Ink Sac and then apply it to an item at an Anvil,inventory_changed,goal,fathoms:nautical/open_coffer,,Historian,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/calcify_augur,Rapid Calcification,Strike an Augur with lightning,channeled_lightning,challenge,minecraft:adventure/throw_trident,,Historian,INCLUDE,challenge-frame milestone (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/catch_aberration,Monsters Below Us,Catch an Aberration,fishing_rod_hooked,task,minecraft:husbandry/fishy_business,,Historian,INCLUDE,distinct authored native event (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/catch_all_fish,Ol' Mariner,Catch all fish from all around the world,fishing_rod_hooked,challenge,minecraft:husbandry/fishy_business,YES,Historian,INCLUDE,completion significance (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/create_kelpie,Transmogrification,Temporarily transform a Horse into a Kelpie using the Morph Steed ritual,impossible,goal,fathoms:nautical/perform_ritual,,Historian,INCLUDE,goal-frame milestone (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/cut_aberration,A Lot To Unpack Here,Butcher an Aberration at a Chopping Block... and probably wash your hands afterwards,impossible,task,fathoms:nautical/catch_aberration,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/cut_fish,Off With Your Head!,Butcher a fish at a Chopping Block,impossible,task,minecraft:husbandry/fishy_business,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/dredging_apparatus,Dredge the Depths,Construct and deploy a Dredging Apparatus and wait for it to latch onto an ancient treasure on the sea floor,impossible,task,fathoms:nautical/root,,Historian,INCLUDE,distinct authored native event (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/enter_rocky_waters,Storm Chaser,"Discover the Rocky Waters, treacherous sea of thunder and lightning",location,task,fathoms:nautical/open_message_in_a_bottle,,Historian,INCLUDE,place/structure discovery (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/feed_baby_turtle,Save the Turtles,Hatch a baby turtle and use Seagrass to help it grow,player_interacted_with_entity,task,fathoms:nautical/root,,Historian,INCLUDE,distinct authored native event (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/feed_dolphin,Treasure Hunter,Feed a fish to a Dolphin and follow it to a sunken structure,player_interacted_with_entity,task,fathoms:nautical/root,,Historian,INCLUDE,distinct authored native event (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/full_tell_tale_heart_trim_material,Oilman,Trim a full set of armor with Tell-Tale materials,inventory_changed,challenge,fathoms:nautical/cut_aberration,YES,Giblet the Sixth,INCLUDE,completion significance (Q210),event theme (Q212),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/obtain_all_sunken_scrawls,Vigenere mon Visionnaire,Collect all Sunken Scrawls,inventory_changed,goal,fathoms:nautical/open_message_in_a_bottle,YES,Historian,INCLUDE,completion significance (Q210),event theme (Q212),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/obtain_nautilus_shell,Extinct Enigma,"Obtain an ancient Nautilus Shell, a valuable crafting ingredient for oceanic constructs",inventory_changed,task,fathoms:nautical/root,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/obtain_nautilus_siphon,Aquatic Automation,Construct a Nautilus Siphon to automatically ensnare fish,inventory_changed,task,fathoms:nautical/obtain_nautilus_shell,,Historian,INCLUDE,distinct authored native event (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/obtain_pylon,Bomb Squad,Safely pick up a Pylon by using Silk Touch or by dredging,inventory_changed,goal,fathoms:nautical/enter_rocky_waters,,Historian,INCLUDE,goal-frame milestone (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/obtain_turtle_shell,Turtle Power,Construct a Turtle Shell using 5 Turtle Scutes to help you breathe underwater,inventory_changed,goal,fathoms:nautical/feed_baby_turtle,,Historian,INCLUDE,goal-frame milestone (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/open_coffer,You Are a Pirate,Open a Coffer using a key found in the gut of a fish,impossible,task,fathoms:nautical/dredging_apparatus,,Historian,INCLUDE,distinct authored native event (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/open_message_in_a_bottle,Lost in Translation,Catch a Message in a Bottle and open it,impossible,task,fathoms:nautical/root,,Historian,INCLUDE,distinct authored native event (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/perform_enhanced_ritual,Return to Nature,Enhance the power of a ritual by including an Aberration in the sacrifice,impossible,task,fathoms:nautical/perform_ritual,,Historian,INCLUDE,distinct authored native event (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/perform_ritual,Weight of the World,"Follow instructions of a Sunken Scrawl, use a Sacrificial Knife to convey fish essence to an Aberration Idol and finally offer a Tell-Tale Heart",impossible,task,fathoms:nautical/dredging_apparatus,,Historian,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/root,Nautical,"Dredge the depths, and seize the seas...",enter_block,task,,,Historian,INCLUDE,domain entry milestone (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/thaw_wishing_well,Frozen in Time,Find a way to break the frigid curse of the Wishing Well,impossible,goal,fathoms:nautical/open_coffer,,Historian,INCLUDE,goal-frame milestone (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/upgrade_ornate_tool,Former Glory,Reinforce an Ornate Tool using a Netherite Ingot,inventory_changed,goal,fathoms:nautical/open_coffer,,Giblet the Sixth,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/use_bait,"Hook, Line, and Sinker",Bait a Fishing Rod by casting it with bait in one hand,impossible,task,minecraft:husbandry/fishy_business,,Historian,INCLUDE,distinct authored native event (Q210),source domain (Q212 fallback / Q214),,,,
overlord-depths-1.0.5-overlord.0.2.jar,fathoms,fathoms:nautical/wax_fish,Mummification,Wax a fish on a Chopping Block to prevent it from being picked up or butchered,impossible,task,fathoms:nautical/cut_fish,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
overlord-depths-1.0.5-overlord.0.2.jar,minecraft,minecraft:husbandry/fishy_business,advancements.husbandry.fishy_business.title,advancements.husbandry.fishy_business.description,fishing_rod_hooked,task,fathoms:nautical/root,,Historian,INCLUDE,distinct authored native event (Q210),source domain (Q212 fallback / Q214),,,,
pet_cemetery-1.20.1-2.0.0.jar,pet_cemetery,pet_cemetery:nether/cured_zombie_pet,Zombie Veterinarian,Weaken and then cure a Zombie pet,pet_cemetery:cured_zombie_pet,goal,pet_cemetery:nether/respawn_pet,,Mortis,INCLUDE,goal-frame milestone (Q210),source domain (Q212 fallback / Q214),,,,
pet_cemetery-1.20.1-2.0.0.jar,pet_cemetery,pet_cemetery:nether/respawn_pet,Frankenweenie,Respawn a pet using a Pet Collar at a Respawn Anchor,pet_cemetery:respawn_pet,task,minecraft:nether/charge_respawn_anchor,,Mortis,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
pet_cemetery-1.20.1-2.0.0.jar,pet_cemetery,pet_cemetery:nether/respawn_zombie_pet,Grim Reaper,Respawn a Zombie pet as a Skeleton,pet_cemetery:respawn_pet,task,pet_cemetery:nether/respawn_pet,,Mortis,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
realmrpg_seadwellers_2.9.9_forge_1.20.1.jar,seadwellers,seadwellers:adv_barter_aquamarine,Deepwater Deal,Do an aquamarine barter with mermorph,impossible,task,seadwellers:adv_barter_fish,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
realmrpg_seadwellers_2.9.9_forge_1.20.1.jar,seadwellers,seadwellers:adv_barter_fish,Nemo Aint Coming Home,Do a fish barter with mermorph,impossible,task,seadwellers:adv_root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
realmrpg_seadwellers_2.9.9_forge_1.20.1.jar,seadwellers,seadwellers:adv_barter_nautilus,A Man of a Culture,Do a nautilus barter with collector mermorph,impossible,task,seadwellers:adv_barter_aquamarine,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
realmrpg_seadwellers_2.9.9_forge_1.20.1.jar,seadwellers,seadwellers:adv_break_sea_lantern,You Will Pay For It!,Enrage mermorphs by breaking one of their pretty lanterns,impossible,task,seadwellers:adv_root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
realmrpg_seadwellers_2.9.9_forge_1.20.1.jar,seadwellers,seadwellers:adv_depth_ingot,Under Pressure,Create a depth ingot to upgrade golden equipment,inventory_changed,task,seadwellers:adv_root,,Giblet the Sixth,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
realmrpg_seadwellers_2.9.9_forge_1.20.1.jar,seadwellers,seadwellers:adv_open_casket,Lucky Looter,Open a casket,impossible,task,seadwellers:adv_barter_fish,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
realmrpg_seadwellers_2.9.9_forge_1.20.1.jar,seadwellers,seadwellers:adv_root,Sea Dwellers,Enter a new world where oceans are not empty anymore...,tick,task,,,,EXCLUDE,polling detector (Q210),,,,,
realmrpg_seadwellers_2.9.9_forge_1.20.1.jar,seadwellers,seadwellers:adv_turn_villager_into_mermorph,Reverse Evolution,Turn a villager into a mermorph,impossible,task,seadwellers:adv_use_seashell,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
realmrpg_seadwellers_2.9.9_forge_1.20.1.jar,seadwellers,seadwellers:adv_use_seashell,You Shell Work,Change a mermorph profession,impossible,task,seadwellers:adv_root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
rottencreatures-forge-1.20.1-1.1.0.jar,rottencreatures,rottencreatures:he_is_a_pirate,He's a Pirate!,Kill DeadBeard and take his Treasure!,inventory_changed;player_killed_entity,challenge,rottencreatures:root,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
rottencreatures-forge-1.20.1-1.1.0.jar,rottencreatures,rottencreatures:kill_all_rot,Purification!,Kill every type of Rotten Creature!,player_killed_entity,task,rottencreatures:root,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
rottencreatures-forge-1.20.1-1.1.0.jar,rottencreatures,rottencreatures:mr_freeze,"Damn you, Batman, For forcing my hand",Brew a Freeze Potion,brewed_potion,task,rottencreatures:root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
rottencreatures-forge-1.20.1-1.1.0.jar,rottencreatures,rottencreatures:root,Rotten to the Core,Encounter the decaying creatures of this world,player_killed_entity,task,,,Gnarl,INCLUDE,domain entry milestone (Q210),"default, no specialist theme",,,,
rottencreatures-forge-1.20.1-1.1.0.jar,rottencreatures,rottencreatures:shocking_encounter,High Tension,Kill an immortal,player_killed_entity,challenge,rottencreatures:root,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
savage_and_ravage-1.20.1-6.0.1.jar,savage_and_ravage,savage_and_ravage:adventure/creeper_spores,Creepie Crawly,Obtain Creeper Spores by killing a Creeper with an explosion,inventory_changed,task,minecraft:adventure/kill_a_mob,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
savage_and_ravage-1.20.1-6.0.1.jar,savage_and_ravage,savage_and_ravage:adventure/griefer_armor,Dynamite with a Laser Beam,Collect a full set of Griefer armor,inventory_changed,challenge,savage_and_ravage:adventure/creeper_spores,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
